ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,DTI,FEDTI
296,9242,344,440,228,393721,78744.2,314976.8,2311.19,749,0.8,0.334904783,0.250074659
297,9750,421,391,250,356159,56985.44,299173.56,2195.23,564,0.84,0.308433846,0.225151795
298,2643,297,388,263,439388,70302.08,369085.92,2212.86,681,0.84,1.096428301,0.837253121
299,3955,472,364,373,366149,32953.41,333195.59,2444.87,592,0.91,0.829549937,0.618171934
300,7898,372,443,288,459376,50531.36,408844.64,2999.96,591,0.89,0.483028615,0.379837934
301,3485,258,412,245,366304,62271.68,304032.32,2230.88,593,0.83,0.832390244,0.640137733
302,7216,361,428,325,300439,33048.29,267390.71,1962.02,800,0.89,0.381238914,0.271898559
303,2401,360,438,230,464970,65095.8,399874.2,2146.61,743,0.86,1.226409829,0.894048313
304,8620,346,387,204,324502,29205.18,295296.82,2166.78,554,0.91,0.336401392,0.251366589
305,4212,326,394,397,342715,47980.1,294734.9,1407.11,787,0.86,0.505011871,0.3340717
306,2514,236,493,283,390169,58525.35,331643.65,1780.33,736,0.85,0.998142403,0.708166269
307,5413,300,392,252,292861,35143.32,257717.68,1086.55,803,0.88,0.328570109,0.200729725
308,3368,325,407,433,445656,115870.56,329785.44,1977.23,684,0.74,0.804403207,0.587063539
309,4241,496,462,368,459494,133253.26,326240.74,1375.44,811,0.71,0.550209856,0.324319736
310,6029,398,461,252,267056,56081.76,210974.24,1007.22,761,0.79,0.309540554,0.167062531
311,7250,467,443,256,354926,49689.64,305236.36,2239.72,589,0.86,0.434444138,0.308926897
312,4418,309,473,416,385973,111932.17,274040.83,1308.31,789,0.71,0.473134903,0.296131734
313,4111,278,416,234,428296,89942.16,338353.84,1615.35,750,0.79,0.561748966,0.392933593
314,8044,391,462,281,333271,59988.78,273282.22,1818.15,612,0.82,0.332067379,0.226025609
315,2672,446,438,408,496086,44647.74,451438.26,2706.6,671,0.91,1.343787425,1.012949102
316,6490,314,462,228,344051,51607.65,292443.35,1232.95,844,0.85,0.309545455,0.189976888
317,2451,431,353,368,487624,29257.44,458366.56,3049.52,632,0.94,1.564063647,1.244194206
318,3290,440,495,284,369154,62756.18,306397.82,1837.01,687,0.83,0.842556231,0.558361702
319,9218,491,491,378,420581,50469.72,370111.28,2219,661,0.88,0.34725537,0.240724669
320,2996,350,479,289,234540,35181,199359,1195.26,679,0.85,0.675654206,0.398951936
321,5254,304,386,244,413849,49661.88,364187.12,2672.28,561,0.88,0.639946707,0.508618196
322,6693,440,387,236,336374,80729.76,255644.24,1875.83,597,0.76,0.403829374,0.280267444
323,4676,254,433,332,436953,34956.24,401996.76,1919.19,763,0.92,0.557354577,0.410434132
324,3251,458,472,377,449832,26989.92,422842.08,2269.91,730,0.94,0.984284835,0.69821901
325,4034,209,389,245,375733,93933.25,281799.75,1874.82,646,0.75,0.612994546,0.464754586
326,6080,380,374,435,258192,69711.84,188480.16,794.64,803,0.73,0.254710526,0.130697368
327,4906,415,392,314,497985,34858.95,463126.05,3398.25,583,0.93,0.857164696,0.692672238
328,7563,202,433,272,421948,33755.84,388192.16,2327.41,660,0.92,0.391697739,0.307736348
329,9010,291,494,218,408915,81783,327132,1756.12,727,0.8,0.282033296,0.19490788
330,2993,214,361,381,307424,86078.72,221345.28,1056.74,793,0.72,0.545185433,0.353070498
331,3275,466,489,253,375656,101427.12,274228.88,1156.16,841,0.73,0.644629008,0.353025954
332,6732,308,433,275,481683,81886.11,399796.89,2659.86,606,0.83,0.505178253,0.395106952
333,8025,388,408,287,380104,60816.64,319287.36,1524.33,763,0.84,0.289137695,0.189947664
334,6606,330,435,209,493889,113594.47,380294.53,1603.34,849,0.77,0.358513473,0.242709658
335,3384,280,388,433,370051,96213.26,273837.74,1821.85,607,0.74,0.735771277,0.538371749
336,5117,480,409,442,309860,86760.8,223099.2,940.6,804,0.72,0.357553254,0.183818644
337,8618,372,356,216,403159,96758.16,306400.84,1462.8,794,0.76,0.254212114,0.169737758
338,8545,498,419,296,269980,13499,256481,1706.37,638,0.95,0.307006437,0.199692218
339,6810,210,354,382,384767,50019.71,334747.29,1598.13,779,0.87,0.317493392,0.234674009
340,2006,414,453,256,346997,55519.52,291477.48,1228.88,820,0.84,1.044805583,0.612602193
341,8269,426,383,377,432098,73456.66,358641.34,1712.21,768,0.83,0.30489902,0.207063732
342,5572,243,409,231,293084,52755.12,240328.88,1763.45,596,0.82,0.433497846,0.316484207
343,5797,484,376,439,309654,61930.8,247723.2,1648.11,635,0.8,0.432656546,0.28430395
344,3730,377,391,327,285909,80054.52,205854.48,1234.2,695,0.72,0.536782842,0.330884718
345,3233,231,432,339,417808,25068.48,392739.52,2881.78,588,0.94,1.096436746,0.891364058
346,7711,471,427,342,302763,60552.6,242210.4,1300.24,710,0.8,0.285078459,0.16862145
347,7186,225,478,289,356386,64149.48,292236.52,1568.79,716,0.82,0.316141108,0.218311996
348,2546,363,482,261,357116,96421.32,260694.68,1912.89,533,0.73,1.083224666,0.7513315
349,7151,342,433,211,269815,53963,215852,910.04,815,0.8,0.235636974,0.127260523
350,4658,402,389,387,320330,83285.8,237044.2,1577.06,602,0.74,0.508385573,0.338570202
351,5778,384,484,279,433801,95436.22,338364.78,2482.8,579,0.78,0.579923849,0.429698858
352,2627,286,474,344,254122,30494.64,223627.36,1640.9,545,0.88,0.913932242,0.624628854
353,6428,261,407,277,498273,99654.6,398618.4,2139.87,739,0.8,0.436818606,0.332898258
354,8008,230,430,359,383821,30705.68,353115.32,1488.75,837,0.92,0.268325425,0.185907842
355,3437,484,497,374,275016,60503.52,214512.48,1574.02,553,0.78,0.743386674,0.45796334
356,2086,396,356,351,291588,14579.4,277008.6,1842.95,636,0.95,1.243983701,0.883485139
357,6409,486,367,253,401038,40103.8,360934.2,1521.71,813,0.9,0.370527383,0.237433297
358,3965,302,459,288,327772,49165.8,278606.2,1495.62,711,0.85,0.569134931,0.377205549
359,2722,433,419,395,347831,20869.86,326961.14,2175.28,634,0.94,1.112152829,0.799147686
360,7452,400,471,232,480360,105679.2,374680.8,1579.67,826,0.78,0.328860709,0.211979334
361,3248,283,467,378,350567,38562.37,312004.63,2289.38,585,0.89,0.935769704,0.704858374
362,3324,292,420,251,318781,92446.49,226334.51,1215.01,731,0.71,0.579726233,0.365526474
363,6092,398,371,346,466031,55923.72,410107.28,2458.8,694,0.88,0.529842416,0.403611293
364,2649,345,473,448,452818,72450.88,380367.12,1603.64,844,0.84,0.914171385,0.605375613
365,9889,201,420,219,444909,48939.99,395969.01,2905.48,534,0.89,0.35660633,0.293809283
366,3203,249,420,296,354249,92104.74,262144.26,1744.05,607,0.74,0.753371839,0.544505151
367,8720,466,482,398,232980,51255.6,181724.4,867.58,774,0.78,0.208208716,0.099493119
368,8680,486,409,258,267778,58911.16,208866.84,880.59,844,0.78,0.20456106,0.101450461
369,4089,252,364,249,408232,40823.2,367408.8,1549.01,835,0.9,0.529471753,0.378823673
370,6876,376,442,242,335832,67166.4,268665.6,1442.26,708,0.8,0.328717277,0.209752763
371,4779,273,449,201,237846,26163.06,211682.94,1136.36,733,0.89,0.388859594,0.237781963
372,3956,227,410,276,246358,36953.7,209404.3,1536.53,511,0.85,0.549426188,0.388404954
373,9619,284,478,217,281562,45049.92,236512.08,1735.44,547,0.84,0.259636137,0.180417923
374,6133,387,358,289,484974,53347.14,431626.86,3167.12,530,0.89,0.63788032,0.516406326
375,7398,416,376,373,450309,126086.52,324222.48,2157.06,603,0.72,0.398629359,0.291573398
376,6574,288,468,379,248175,59562,188613,1383.98,527,0.76,0.325521752,0.210523274
377,8591,448,444,304,363475,25443.25,338031.75,2480.36,512,0.93,0.392545687,0.288716098
378,9400,210,488,365,287309,20111.63,267197.37,1777.67,625,0.93,0.263369149,0.18911383
379,4356,368,480,375,304516,42632.24,261883.76,1405.85,726,0.86,0.517412764,0.322738751
380,3680,409,353,343,297482,53546.76,243935.24,1622.91,613,0.82,0.64807337,0.441008152
381,9877,455,389,245,458527,32096.89,426430.11,2837.05,627,0.93,0.372689076,0.287238028
382,2183,367,456,281,233668,46733.6,186934.4,1120.77,669,0.8,0.890412277,0.513408154
383,5163,249,361,218,238984,23898.4,215085.6,1578.22,508,0.9,0.423827232,0.305678869
384,3181,447,362,371,482559,43430.31,439128.69,2632.8,665,0.91,1.081986797,0.827664257
385,4393,439,393,282,385915,54028.1,331886.9,2435.27,588,0.86,0.743744594,0.554352379
386,2384,446,432,447,238997,11949.85,227047.15,1218.84,728,0.95,0.87954698,0.511258389
387,6440,385,382,320,444351,111087.75,333263.25,1591.05,756,0.75,0.366156832,0.247057453
388,2035,325,400,307,281689,25352.01,256336.99,1880.91,527,0.91,1.280545455,0.924280098
389,5970,396,356,429,350162,59527.54,290634.46,1742.5,675,0.83,0.417839196,0.291876047
390,7379,355,442,264,408564,65370.24,343193.76,2518.23,550,0.84,0.449279035,0.34126982
391,6318,444,414,275,427214,123892.06,303321.94,1448.11,784,0.71,0.365006331,0.229203862
392,6761,222,372,266,368264,99431.28,268832.72,1283.45,754,0.73,0.277688212,0.189831386
393,4018,254,418,285,364966,65693.88,299272.12,1261.74,801,0.82,0.481269288,0.314021901
394,4247,289,427,423,273643,51992.17,221650.83,1626.4,529,0.81,0.551542265,0.382952672
395,9579,361,444,405,319375,73456.25,245918.75,1804.46,520,0.77,0.272414657,0.188376657
396,7937,345,451,356,235319,37651.04,197667.96,1315.09,619,0.84,0.265980849,0.165691067
397,3222,361,370,333,241561,41065.37,200495.63,845.3,829,0.83,0.489230292,0.262352576
398,8653,205,459,371,302333,60466.6,241866.4,1298.39,717,0.8,0.226787241,0.150050849
399,7236,328,370,207,269747,70134.22,199612.78,1464.69,577,0.74,0.298879215,0.202417081
400,2682,215,418,410,300549,87159.21,213389.79,1145.52,723,0.71,0.663131991,0.427114094
401,8310,287,486,346,267212,48098.16,219113.84,1046.08,773,0.82,0.218902527,0.12588207
402,3142,494,383,300,404558,113276.24,291281.76,1390.62,775,0.72,0.721712285,0.442590707
403,2395,315,491,374,469964,84593.52,385370.48,2563.88,614,0.82,1.407048017,1.07051357
404,3472,227,485,447,342566,82215.84,260350.16,1397.62,718,0.76,0.607609447,0.402540323
405,5221,314,490,435,351445,77317.9,274127.1,2011.45,561,0.78,0.539254932,0.385261444
406,7320,292,396,257,353670,53050.5,300619.5,1267.42,840,0.85,0.26713388,0.173144809
407,5263,488,455,393,466774,37341.92,429432.08,2574.66,672,0.92,0.668375451,0.489200076
408,9160,318,482,252,463713,69556.95,394156.05,2115.91,719,0.85,0.318330786,0.230994541
409,4777,267,389,423,398373,71707.14,326665.86,1753.61,744,0.82,0.504419091,0.367094411
410,3681,233,350,231,438663,114052.38,324610.62,2159.64,635,0.74,0.745080141,0.586699267
411,9899,309,454,200,278823,13941.15,264881.85,1264.59,769,0.95,0.20482776,0.127749268
412,2694,457,407,395,316857,60202.83,256654.17,1707.53,615,0.81,0.954539718,0.633827023
413,2649,475,481,218,369380,107120.2,262259.8,1407.87,741,0.71,0.892363156,0.531472254
414,2917,238,413,369,265013,23851.17,241161.83,1016.75,833,0.91,0.571734659,0.348560165
415,3248,477,391,299,485315,53384.65,431930.35,2873.64,619,0.89,1.151982759,0.884741379
416,4422,493,378,331,370509,70396.71,300112.29,1996.65,643,0.81,0.648496156,0.451526459
417,7829,305,372,288,470411,23520.55,446890.45,1884.11,842,0.95,0.327131179,0.240657811
418,8163,283,470,429,385841,61734.56,324106.44,2378.18,512,0.84,0.383582016,0.291336518
419,3751,277,427,263,438637,74568.29,364068.71,2671.41,572,0.83,0.899869368,0.712186084
420,3743,469,426,232,477785,129001.95,348783.05,1470.48,832,0.73,0.631974352,0.392861341
421,3058,380,487,397,371345,51988.3,319356.7,1524.66,755,0.86,0.782099411,0.498580772
422,9837,459,379,380,256687,35936.18,220750.82,930.69,828,0.86,0.179799736,0.094611162
423,4566,479,459,353,295717,44357.55,251359.45,1059.74,829,0.85,0.437525186,0.232093736
424,3674,377,416,407,338847,77934.81,260912.19,1100.02,650,0.77,0.515247686,0.299406641
425,5352,339,371,279,358202,60894.34,297307.66,2181.54,539,0.83,0.540272795,0.407612108
426,7981,211,358,339,263093,36833.02,226259.98,1660.22,521,0.86,0.279315875,0.208021551
427,6626,397,436,364,278147,72318.22,205828.78,867.78,843,0.74,0.256682765,0.130965892
428,4067,360,402,329,309579,80490.54,229088.46,965.85,846,0.74,0.424846324,0.237484632
429,9774,462,414,302,414114,86963.94,327150.06,2400.51,521,0.79,0.335227133,0.245601596
430,8101,478,396,379,382648,30611.84,352036.16,1484.2,814,0.92,0.291099864,0.183211949
431,4236,430,466,254,312766,65680.86,247085.14,1643.86,602,0.79,0.599589235,0.388068933
432,7960,340,459,219,281663,45066.08,236596.92,1736.06,582,0.84,0.318474874,0.21809799
433,4184,211,393,298,326783,52285.28,274497.72,1473.56,732,0.84,0.496548757,0.352189293
434,3684,228,357,309,367594,55139.1,312454.9,1677.33,710,0.85,0.614096091,0.455301303
435,8903,341,374,411,272225,49000.5,223224.5,1485.12,636,0.82,0.247121195,0.166811187
436,7026,483,446,339,433469,56350.97,377118.03,2767.16,590,0.87,0.526068887,0.393845716
437,8601,491,387,354,333257,56653.69,276603.31,1166.17,802,0.83,0.23766655,0.135585397
438,8324,471,479,310,386921,65776.57,321144.43,1353.96,804,0.83,0.276785199,0.162657376
439,5213,447,465,448,253090,60741.6,192348.4,1411.38,570,0.76,0.445689622,0.270742375
440,6327,457,413,249,349160,66340.4,282819.6,1350.22,751,0.81,0.350911965,0.213406038
441,6006,444,387,324,249650,67405.5,182244.5,1212.48,626,0.73,0.34023976,0.201878122
442,8762,389,480,227,382515,91803.6,290711.4,2133.14,518,0.76,0.342631819,0.243453549
443,4805,269,399,422,232560,27907.2,204652.8,977.04,759,0.88,0.342360042,0.203338189
444,6393,245,442,291,304202,51714.34,252487.66,1679.81,619,0.83,0.37021899,0.262757704
445,6326,271,498,426,321598,35375.78,286222.22,1536.5,721,0.89,0.364448309,0.2428865
446,7380,221,396,259,472826,42554.34,430271.66,3157.18,563,0.91,0.511406504,0.427802168
447,5144,425,451,404,248002,14880.12,233121.88,1710.57,592,0.94,0.502832426,0.332536936
448,7883,259,495,322,242635,14558.1,228076.9,1673.55,540,0.94,0.307947482,0.212298617
449,6804,374,486,205,250842,65218.92,185623.08,1362.04,588,0.74,0.326578483,0.200182246
450,2516,434,359,211,453217,22660.85,430556.15,1815.24,811,0.95,1.036661367,0.721478537
451,8653,231,481,318,456988,50268.68,406719.32,1714.75,600,0.89,0.280451866,0.198168265
452,5328,276,407,404,280454,47677.18,232776.82,981.4,817,0.83,0.312387387,0.184196697
453,9053,399,424,429,254946,45890.28,209055.72,998.06,769,0.82,0.201155418,0.110246327
454,5445,300,451,398,499161,39932.88,459228.12,2753.3,668,0.92,0.643581267,0.505656566
455,3883,499,372,353,483782,33864.74,449917.26,2147.97,757,0.93,0.777483904,0.553172805
456,3185,222,410,201,465562,107079.26,358482.74,2149.29,688,0.77,0.873246468,0.674816327
457,5476,385,468,261,378593,60574.88,318018.12,2115.78,640,0.84,0.542143901,0.386373265
458,9475,461,357,228,459286,128600.08,330685.92,2426.46,594,0.72,0.342423219,0.256090765
459,2302,497,431,249,357208,57153.28,300054.72,1996.27,605,0.84,1.270317116,0.867189401
460,8093,263,403,362,379939,72188.41,307750.59,1469.25,797,0.81,0.26383912,0.18154578
461,3167,262,430,392,369585,73917,295668,1967.09,628,0.8,0.83962425,0.621120935
462,7074,297,350,301,418621,25117.26,393503.74,2887.39,571,0.94,0.499631043,0.408169353
463,7746,340,387,281,479446,129450.42,349995.58,1670.93,787,0.73,0.309570101,0.215715208
464,5055,387,479,211,230738,48454.98,182283.02,768.51,849,0.79,0.323345203,0.152029674
465,2339,475,437,326,286247,34349.64,251897.36,1202.6,777,0.88,0.904061565,0.514151347
466,8622,254,384,414,489773,107750.06,382022.94,2290.42,665,0.78,0.339645094,0.265648341
467,7907,471,374,280,246631,17264.17,229366.83,1683.01,574,0.93,0.319717971,0.212850639
468,8333,487,462,227,302613,24209.04,278403.96,1852.23,632,0.92,0.336161046,0.222276491
469,3307,215,488,243,231586,64844.08,166741.92,1109.34,628,0.72,0.548031448,0.335452071
470,6627,362,369,326,413910,45530.1,368379.9,2208.62,670,0.89,0.443582315,0.333275992
471,9018,417,403,244,465541,79141.97,386399.03,1844.73,780,0.83,0.295490131,0.204560878
472,9292,481,382,409,461881,120089.06,341791.94,1441.01,834,0.74,0.247956307,0.155080715
473,2166,477,463,222,386780,38678,348102,1868.69,742,0.9,1.296717452,0.862737765
474,7254,302,436,212,354980,46147.4,308832.6,1657.88,743,0.87,0.330283981,0.228547009
475,4005,432,499,258,342466,58219.22,284246.78,1198.4,840,0.83,0.531685393,0.299225968
476,6992,323,407,243,289539,52117.02,237421.98,1274.53,710,0.82,0.286689073,0.182284039
477,3958,421,467,273,461324,27679.44,433644.56,1828.26,846,0.94,0.686270844,0.461915109
478,9837,467,462,250,286287,54394.53,231892.47,977.67,806,0.81,0.19382637,0.099387008
479,6386,247,369,432,336203,97498.87,238704.13,1431.15,684,0.71,0.320568431,0.224107422
480,5868,396,401,381,424307,106076.75,318230.25,1519.28,759,0.75,0.394730743,0.258909339
481,5105,485,415,400,320836,35291.96,285544.04,1363.23,771,0.89,0.443335945,0.267038198
482,7662,253,391,389,438145,87629,350516,1477.79,843,0.8,0.27692378,0.192872618
483,7535,210,487,237,358779,82519.17,276259.83,2027.1,539,0.77,0.361526211,0.269024552
484,9929,348,382,392,330712,36378.32,294333.68,1764.68,670,0.89,0.251251888,0.177729882
485,6379,422,445,320,257773,36088.22,221684.78,1626.64,513,0.86,0.390913936,0.254999216
486,8495,402,478,342,429540,55840.2,373699.8,2742.08,584,0.87,0.426377869,0.322787522
487,8015,252,380,406,340781,78379.63,262401.37,1925.41,538,0.77,0.319077979,0.240225827
488,5112,498,480,399,482071,24103.55,457967.45,2745.75,689,0.95,0.728433099,0.537118545
489,8176,231,422,406,434444,56477.72,377966.28,1804.47,798,0.87,0.300571184,0.220703278
490,5828,207,492,388,324492,35694.12,288797.88,1921.38,629,0.89,0.44961908,0.329680851
491,9733,412,389,346,400208,92047.84,308160.16,1847.58,681,0.77,0.272123703,0.189826364
492,4063,294,400,335,462456,106364.88,356091.12,1700.03,758,0.77,0.589227172,0.418417426
493,6312,397,351,327,386100,19305,366795,2691.41,588,0.95,0.54490019,0.426395754
494,8152,288,385,342,379818,98752.68,281065.32,2062.36,600,0.74,0.335544652,0.252988224
495,7648,491,369,300,470708,28242.48,442465.52,3246.66,574,0.94,0.536958682,0.424510983
496,4980,292,351,405,318263,66835.23,251427.77,1844.89,531,0.79,0.499576305,0.370459839
497,6283,474,385,221,311758,81057.08,230700.92,1692.8,508,0.74,0.406143562,0.269425434
498,6211,432,430,446,283246,50984.28,232261.72,1704.25,550,0.82,0.413178232,0.274392207
499,3973,344,412,251,279328,75418.56,203909.44,1094.63,741,0.73,0.465801661,0.275517241
500,3406,300,356,362,393830,114210.7,279619.3,1501.06,709,0.71,0.633311803,0.440710511
501,8494,437,406,366,338877,84719.25,254157.75,1364.37,713,0.75,0.259874029,0.160627502
502,5485,308,497,403,308135,43138.9,264996.1,1117.23,805,0.86,0.350452142,0.203688241
503,9639,320,452,244,461953,27717.18,434235.82,3186.27,516,0.94,0.41065152,0.330560224
504,2923,358,492,348,231068,67009.72,164058.28,783.24,766,0.71,0.558754704,0.267957578
505,2512,304,383,301,340079,37408.69,302670.31,1624.8,715,0.89,0.920302548,0.646815287
506,3226,470,467,374,340443,91919.61,248523.39,1823.58,544,0.73,0.855728456,0.565275883
507,6448,466,479,366,404200,117218,286982,1909.3,625,0.71,0.442664392,0.29610732
508,8553,379,397,201,291933,37951.29,253981.71,1522.75,663,0.87,0.268765345,0.178036946
509,5275,355,375,427,315849,69486.78,246362.22,1038.67,821,0.78,0.335292891,0.196904265
510,6355,432,409,332,277887,63914.01,213972.99,902.12,819,0.77,0.274291109,0.141954367
511,5029,342,377,361,303401,87986.29,215414.71,1580.64,584,0.71,0.4572758,0.314305031
512,4987,451,410,339,470624,89418.56,381205.44,2536.17,625,0.81,0.681205133,0.508556246
513,9227,314,477,367,279188,64213.24,214974.76,1577.41,532,0.77,0.256682562,0.17095589
514,8368,372,353,405,436647,113528.22,323118.78,1937.26,669,0.74,0.318147706,0.231508126
515,2199,216,432,204,336558,70677.18,265880.82,1768.91,613,0.79,1.099095043,0.804415643
516,7266,217,378,439,307950,55431,252519,1064.63,801,0.82,0.228410405,0.146522158
517,2671,270,388,334,329563,75799.49,253763.51,1362.26,738,0.77,0.756368401,0.51001872
